min_layer,num_speculations,threshold,acceptance_rate,total_time,time_per_token,tokens_per_second,average_exit_layer
0,4,0.1,0.6961520075798034,3.625697660446167,0.014162881486117839,73.05163345336913,4.271267700195312
0,5,0.1,0.5026756346225738,3.999419927597046,0.01562273409217596,64.90897598266602,4.2206299781799315
0,4,0.15000000000000002,0.5673299491405487,3.7662322998046873,0.01471184492111206,69.97090682983398,3.9765809059143065
0,5,0.15000000000000002,0.5923850536346436,3.4257024765014648,0.013381650298833847,76.32165985107422,4.0
0,4,0.20000000000000004,0.6091261863708496,3.42702374458313,0.013386811502277851,75.2796875,4.0
0,5,0.20000000000000004,0.6866620421409607,3.102018117904663,0.01211725827306509,83.79461975097657,4.0
1,4,0.1,0.8426894426345826,3.644342851638794,0.01423571426421404,70.5871971130371,6.989677429199219
1,5,0.1,0.8538642168045044,3.4364089488983156,0.013423472456634045,75.35551223754882,6.980327892303467
1,4,0.15000000000000002,0.8316062331199646,3.610841226577759,0.014104848541319371,71.23245010375976,6.959638214111328
1,5,0.15000000000000002,0.8696831345558167,3.49566535949707,0.01365494281053543,75.1312126159668,7.0
1,4,0.20000000000000004,0.7845851302146911,3.8471861362457274,0.015028070844709873,67.83652877807617,6.979310321807861
1,5,0.20000000000000004,0.8719424605369568,3.3823208808898926,0.013212190940976143,76.26832580566406,7.0
